,x,y,z,TAC_Reading,time
0,-0.025289124,0.13949764,-0.010993852,0.005041241,0
1,-0.006431839,0.054743238,0.057136763,0.0020107285,10
2,0.060943794,-0.08822803,-0.16387603,0.0077177933,20
3,-0.015616075,-0.043848373,-0.012538037,0.011414013,30
4,0.088224575,-0.007406532,0.06682028,0.008051941,40
5,-0.04397402,0.014909282,-0.16995321,0.09736696,50
6,0.00019160824,0.0086901095,0.013951151,0.083491206,60
7,0.03803766,0.09173765,0.044132646,0.07200798,70
8,-0.028748885,0.07502408,-0.0136030475,0.072453946,80
9,0.01183731,0.017911358,-0.0022429887,0.07430609,90
10,0.0145813525,0.022023924,-0.008808884,0.07539217,100
11,0.025567325,0.017951362,0.0014890732,0.07582064,110
12,0.02990349,0.016252533,0.0036144075,0.075920865,120
13,0.03286864,0.012134424,0.008304494,0.075898476,130
14,0.03289584,0.007175916,0.012102008,0.07582974,140
15,0.03265059,0.0069850525,0.024830904,0.07585311,150
16,0.033994827,0.007437889,0.0329649,0.075672306,160
17,0.04507717,0.01226559,0.03764109,0.07503476,170
18,0.03788372,0.006045993,0.02024053,0.074351855,180
19,0.008677418,-0.017233301,0.010594832,0.07490398,190
20,-0.005217502,-0.046509963,0.024009762,0.077561684,200
21,-0.006500058,-0.05087156,0.026499528,0.07993089,210
22,-0.005145276,-0.055621956,0.027759602,0.08290363,220
23,-0.0021179207,-0.052220907,0.027219662,0.085760675,230
24,0.00097037834,-0.046491247,0.026410965,0.088372916,240
25,0.0037907574,-0.04098196,0.025876198,0.090717815,250
26,0.006260975,-0.035972655,0.025368256,0.09277337,260
27,0.0083706975,-0.03194108,0.024788724,0.09460379,270
28,0.010168321,-0.028111417,0.024300985,0.09614548,280
29,0.011613886,-0.025295217,0.023797892,0.09749313,290
30,0.012811037,-0.022600532,0.023391442,0.09859364,300
31,0.013720972,-0.020788666,0.022968832,0.099551834,310
32,0.014458622,-0.019025149,0.022648036,0.1003234,320
33,0.014993195,-0.017923886,0.022293625,0.100997984,330
34,0.015416532,-0.016884048,0.022024544,0.101551235,340
35,0.01571777,-0.016168032,0.021739788,0.10203129,350
36,0.015939824,-0.015597789,0.021490747,0.10244356,360
37,0.016097771,-0.015137876,0.021247847,0.102802716,370
38,0.016203526,-0.014783928,0.021014644,0.10312195,380
39,0.016272904,-0.014492872,0.020790167,0.103407726,390
40,0.016313815,-0.014251832,0.02057264,0.1036679,400
41,0.01633543,-0.014045252,0.020365616,0.10390682,410
42,0.016343022,-0.01386792,0.020168453,0.10412879,420
43,0.016341861,-0.01371292,0.019983893,0.10433662,430
44,0.01633564,-0.013574647,0.019812264,0.104532205,440
45,0.016326573,-0.013453589,0.019654209,0.1047175,450
46,0.016316768,-0.0133463545,0.019509891,0.104893334,460
47,0.016307488,-0.013252944,0.019378502,0.10506092,470
48,0.016299581,-0.013170912,0.019260366,0.10522058,480
49,0.01629315,-0.013100097,0.019154025,0.1053731,490
50,0.016288826,-0.013038345,0.01905916,0.1055187,500
51,0.016286612,-0.012984254,0.018974477,0.105657786,510
52,0.016286507,-0.012936555,0.018900137,0.10579065,520
53,0.016288405,-0.012893811,0.018834362,0.10591758,530
54,0.016292412,-0.012854948,0.01877699,0.10603885,540
55,0.016298104,-0.012819051,0.018726729,0.10615475,550
56,0.016305486,-0.012785566,0.018682932,0.10626558,560
57,0.016314026,-0.012753549,0.018644469,0.10637163,570
58,0.016323831,-0.012722673,0.018610694,0.10647318,580
59,0.016334165,-0.012692808,0.01858031,0.106570534,590
60,0.016345236,-0.012663431,0.018552836,0.106663935,600
61,0.016356306,-0.01263461,0.018527303,0.10675371,610
62,0.016367694,-0.012606147,0.018503545,0.10684007,620
63,0.01637887,-0.012577716,0.018480273,0.10692327,630
64,0.016389942,-0.012549742,0.018457487,0.10700355,640
65,0.016400486,-0.012521931,0.018434862,0.10708107,650
66,0.016410502,-0.012494511,0.018412074,0.10715606,660
67,0.016419992,-0.012467417,0.018388802,0.10722872,670
68,0.016428955,-0.012440584,0.018364884,0.10729917,680
69,0.016437072,-0.012414435,0.018340157,0.10736756,690
70,0.016444664,-0.012388776,0.018314784,0.10743411,700
71,0.016451519,-0.012363639,0.018288443,0.10749884,710
72,0.016457528,-0.012339055,0.018261291,0.10756194,720
73,0.016463116,-0.012315319,0.018233173,0.10762345,730
74,0.016467966,-0.012292137,0.018204244,0.10768355,740
75,0.016471973,-0.012269609,0.018174347,0.10774225,750
76,0.016475452,-0.012247992,0.018143963,0.107799694,760
77,0.016478404,-0.012226832,0.018112449,0.10785589,770
78,0.01648062,-0.012206585,0.018080126,0.107910946,780
79,0.016482411,-0.0121869575,0.018046997,0.10796492,790
80,0.016483465,-0.012167982,0.018013058,0.10801784,800
81,0.016483992,-0.012149658,0.017978637,0.108069785,810
82,0.016483992,-0.01213202,0.017943243,0.10812078,820
83,0.016483678,-0.012114838,0.017907204,0.10817087,830
84,0.016482623,-0.012098242,0.01787068,0.10822007,840
85,0.016481146,-0.0120823635,0.01783351,0.108268484,850
86,0.016479248,-0.01206704,0.017795693,0.108316086,860
87,0.016476823,-0.012051912,0.01775723,0.10836288,870
88,0.016474081,-0.012037338,0.017718282,0.10840894,880
89,0.016470918,-0.012023221,0.01767885,0.10845427,890
90,0.016467335,-0.012009559,0.017639255,0.10849887,900
91,0.016463432,-0.01199629,0.017599175,0.10854278,910
92,0.01645911,-0.011983378,0.017558772,0.108586036,920
93,0.016454471,-0.01197076,0.017517885,0.1086286,930
94,0.016449621,-0.011958599,0.017476998,0.108670525,940
95,0.016444348,-0.011946699,0.017435787,0.10871181,950
96,0.016439077,-0.011935092,0.017394576,0.10875246,960
97,0.016433382,-0.011923843,0.017353205,0.1087925,970
98,0.016427374,-0.011912693,0.017311832,0.108831905,980
99,0.016421257,-0.0119020315,0.017270299,0.10887072,990
100,0.016415037,-0.011891435,0.017228927,0.10890893,1000
101,0.016408604,-0.011881198,0.017187716,0.108946554,1010
102,0.016402068,-0.011871155,0.017146505,0.10898356,1020
103,0.01639532,-0.011861309,0.017105618,0.10902001,1030
104,0.016388467,-0.0118519515,0.017064732,0.10905589,1040
105,0.016381506,-0.011842399,0.017024167,0.10909116,1050
106,0.016374547,-0.011833531,0.016983764,0.10912588,1060
107,0.016367273,-0.011824336,0.016943684,0.10915999,1070
108,0.016360208,-0.011815729,0.01690393,0.10919358,1080
109,0.016352933,-0.011807089,0.016864657,0.10922659,1090
110,0.016345553,-0.011798873,0.01682571,0.10925905,1100
111,0.016338278,-0.011790689,0.016787246,0.10929094,1110
112,0.016331106,-0.011782603,0.016748782,0.109322265,1120
113,0.016323727,-0.011774811,0.016711127,0.10935304,1130
114,0.016316451,-0.011767084,0.016673634,0.10938326,1140
115,0.016309176,-0.01175965,0.016636949,0.109412946,1150
116,0.016301796,-0.011752216,0.016600586,0.109442085,1160
117,0.016294414,-0.011745043,0.016564708,0.109470665,1170
118,0.016287245,-0.011738,0.016529154,0.109498724,1180
119,0.016280076,-0.011731024,0.016494408,0.109526224,1190
120,0.016272904,-0.011724242,0.016459987,0.10955322,1200
121,0.016265841,-0.0117174275,0.016426047,0.10957966,1210
122,0.016258776,-0.01171094,0.016392756,0.109605595,1220
