,x,y,z,TAC_Reading,time
0,-0.025291234,0.13949816,-0.010989651,0.005040769,0
1,-0.006675508,0.05494046,0.056909703,0.002010929,10
2,0.06114898,-0.08836653,-0.16353406,0.0076966006,20
3,-0.012122891,-0.043987982,-0.014805104,0.011323075,30
4,0.08588932,-0.005574352,0.066638954,0.007996952,40
5,-0.04386352,0.0148621695,-0.16923986,0.09732437,50
6,0.00018992122,0.009436642,0.014858268,0.083278954,60
7,0.034622926,0.09822297,0.04283928,0.0715014,70
8,-0.02397093,0.07066095,-0.008059013,0.07171311,80
9,0.011132453,0.022597982,-0.003166752,0.073521644,90
10,0.015679495,0.025837021,-0.005601731,0.0746811,100
11,0.027049266,0.019474326,0.005314546,0.075086124,110
12,0.030727388,0.011970035,0.009203532,0.07524957,120
13,0.031811405,0.008460219,0.018352924,0.07537724,130
14,0.03296933,0.008160425,0.03144496,0.07545159,140
15,0.043408815,0.014306598,0.046987973,0.07512254,150
16,0.0402097,0.006859299,0.020892628,0.07420958,160
17,0.022522045,-0.0021790736,0.014267583,0.074249126,170
18,-0.0016918429,-0.03429267,0.01983198,0.07625349,180
19,-0.0066098194,-0.048487134,0.026678754,0.07864329,190
20,-0.0063952515,-0.05509579,0.027792571,0.08150557,200
21,-0.004303454,-0.0554263,0.027119303,0.08447648,210
22,-0.0011041277,-0.049575973,0.026089361,0.08705464,220
23,0.0017483049,-0.04413382,0.025343208,0.089410804,230
24,0.0042321235,-0.039497048,0.024705334,0.09150621,240
25,0.00649178,-0.034858774,0.0241258,0.09331348,250
26,0.0083777625,-0.031060152,0.023583759,0.09488822,260
27,0.009969675,-0.027834088,0.02313109,0.0962384,270
28,0.01130474,-0.025066826,0.022710418,0.09738545,280
29,0.0123797925,-0.022854354,0.022365218,0.09836499,290
30,0.013253774,-0.021022761,0.022068826,0.09919365,300
31,0.013946822,-0.019587306,0.021807503,0.09990128,310
32,0.014491202,-0.018442744,0.021594016,0.10050648,320
33,0.014920021,-0.0175239,0.021404931,0.10102399,330
34,0.015246986,-0.016856007,0.021234272,0.10147811,340
35,0.015504046,-0.016280549,0.021092862,0.101870425,350
36,0.015696365,-0.0158774,0.020951454,0.10222189,360
37,0.01584535,-0.015540796,0.020828629,0.102534905,370
38,0.015958065,-0.015272792,0.020708553,0.102818415,380
39,0.016042521,-0.015065431,0.020593487,0.103079244,390
40,0.016108526,-0.014879295,0.020485207,0.103319235,400
41,0.01615766,-0.014723481,0.020379515,0.10354392,410
42,0.016196884,-0.0145788165,0.020281417,0.10375433,420
43,0.016227778,-0.014446836,0.02018817,0.10395339,430
44,0.016253715,-0.014321343,0.020102838,0.10414207,440
45,0.016275752,-0.0142033165,0.020024296,0.10432183,450
46,0.016295575,-0.0140921045,0.019953834,0.104493484,460
47,0.016313815,-0.013988424,0.019890321,0.10465788,470
48,0.016331213,-0.013893253,0.01983408,0.10481564,480
49,0.016347976,-0.013806527,0.019783983,0.104967155,490
50,0.016364532,-0.013728929,0.01973954,0.10511289,500
51,0.016380558,-0.013661047,0.019699622,0.10525329,510
52,0.016396163,-0.013601382,0.019663421,0.1053885,520
53,0.016411662,-0.013548955,0.019630129,0.10551871,530
54,0.016426634,-0.013503962,0.019599747,0.105644286,540
55,0.016441606,-0.013463467,0.019571465,0.10576502,550
56,0.016456157,-0.013427896,0.019544637,0.10588134,560
57,0.016470497,-0.013395912,0.019519912,0.10599317,570
58,0.016484626,-0.013367025,0.019495994,0.106100775,580
59,0.016498439,-0.013340811,0.019473206,0.10620428,590
60,0.01651204,-0.013316424,0.01945139,0.10630378,600
61,0.01652522,-0.013294742,0.01942941,0.106399775,610
62,0.016537977,-0.013273028,0.019408077,0.10649199,620
63,0.016550103,-0.013252911,0.01938626,0.10658092,630
64,0.016561912,-0.013233121,0.01936428,0.10666656,640
65,0.016572773,-0.013213917,0.019341333,0.106749274,650
66,0.016583212,-0.013194745,0.019317737,0.10682906,660
67,0.0165927,-0.013175673,0.019292526,0.10690627,670
68,0.016601453,-0.0131556215,0.019266669,0.10698079,680
69,0.016609255,-0.013136026,0.019239033,0.10705314,690
70,0.016616318,-0.013115192,0.019210266,0.10712311,700
71,0.01662233,-0.01309413,0.019179398,0.10719102,710
72,0.016627496,-0.013072905,0.0191474,0.107257046,720
73,0.016631713,-0.0130503755,0.019113623,0.10732112,730
74,0.016635086,-0.013027944,0.019078393,0.10738357,740
75,0.016637512,-0.013004501,0.019041708,0.107444294,750
76,0.016639093,-0.012981125,0.019003406,0.10750357,760
77,0.016640043,-0.01295716,0.018963972,0.10756137,770
78,0.016640043,-0.012932838,0.018923247,0.10761778,780
79,0.01663941,-0.012908581,0.018881228,0.107672945,790
80,0.016637934,-0.012884193,0.018838078,0.10772691,800
81,0.016635824,-0.01285974,0.01879396,0.10777971,810
82,0.016633188,-0.012835353,0.01874903,0.107831486,820
83,0.01662992,-0.012811063,0.018703135,0.10788223,830
84,0.016626125,-0.012786935,0.018656591,0.10793202,840
85,0.016621696,-0.012763134,0.018609561,0.10798091,850
86,0.016617056,-0.012739464,0.018561725,0.10802893,860
87,0.016611785,-0.0127162505,0.018513566,0.10807617,870
88,0.016606197,-0.012693102,0.018464759,0.10812262,880
89,0.016600292,-0.012670279,0.018416114,0.10816828,890
90,0.016594071,-0.012647716,0.018366823,0.108213246,900
91,0.01658764,-0.012626068,0.018317532,0.10825759,910
92,0.016580787,-0.012604581,0.018268079,0.1083013,920
93,0.016573828,-0.012583063,0.018218627,0.10834434,930
94,0.016566657,-0.012562425,0.018169012,0.10838683,940
95,0.016559277,-0.012541722,0.01811972,0.108428694,950
96,0.01655179,-0.012522029,0.01807043,0.10847012,960
97,0.016544092,-0.012502009,0.018021138,0.10851091,970
98,0.016536396,-0.012483034,0.017972171,0.10855127,980
99,0.016528489,-0.012463667,0.017923689,0.108591005,990
100,0.016520686,-0.012445409,0.017875206,0.10863038,1000
101,0.016512567,-0.012426857,0.017827045,0.10866914,1010
102,0.016504448,-0.012409251,0.017779047,0.10870753,1020
103,0.016496541,-0.012391548,0.017731696,0.108745396,1030
104,0.016488316,-0.01237456,0.017684506,0.10878286,1040
105,0.016480198,-0.012357183,0.0176378,0.10881976,1050
106,0.016472079,-0.01234137,0.017591419,0.108856365,1060
107,0.01646375,-0.012324546,0.017545681,0.10889235,1070
108,0.016455736,-0.0123092225,0.017500108,0.10892805,1080
109,0.016447617,-0.012293573,0.017455019,0.10896324,1090
110,0.016439497,-0.012278509,0.017410414,0.10899803,1100
111,0.01643138,-0.0122635765,0.017366456,0.109032355,1110
112,0.016423365,-0.012248971,0.017322822,0.10906626,1120
113,0.016415248,-0.012234527,0.017279672,0.1090997,1130
114,0.016407235,-0.0122208,0.017237008,0.10913277,1140
115,0.016399326,-0.01220652,0.017194666,0.10916527,1150
116,0.016391313,-0.012193674,0.01715297,0.109197505,1160
117,0.016383404,-0.01217998,0.017111922,0.10922914,1170
118,0.016375497,-0.012167591,0.017071033,0.109260485,1180
119,0.016367588,-0.012154549,0.017030954,0.10929123,1190
120,0.016359786,-0.012142421,0.016991198,0.10932163,1200
121,0.016352195,-0.012129411,0.016952088,0.10935142,1210
122,0.016344497,-0.012118,0.016913302,0.10938091,1220
123,0.016336907,-0.012105936,0.016875163,0.10940983,1230
124,0.016329315,-0.012094949,0.016837507,0.109438464,1240
125,0.016321935,-0.012083179,0.016800174,0.10946647,1250
126,0.016314236,-0.012072322,0.01676349,0.1094941,1260
127,0.016306961,-0.012061008,0.01672729,0.10952118,1270
128,0.016299581,-0.012050053,0.016691573,0.109547794,1280
129,0.0162922,-0.012040012,0.016656343,0.10957405,1290
130,0.016284926,-0.012029252,0.016621595,0.10959973,1300
131,0.01627786,-0.012019047,0.016587334,0.10962496,1310
132,0.016270692,-0.012009461,0.01655372,0.10964985,1320
133,0.016263733,-0.011998702,0.016520752,0.109674074,1330
134,0.016256668,-0.011989312,0.016487945,0.10969797,1340
135,0.016249709,-0.011979107,0.016455622,0.10972125,1350
136,0.01624296,-0.011970108,0.016423946,0.10974421,1360
137,0.016236106,-0.011960491,0.016392756,0.10976662,1370
138,0.01622936,-0.01195097,0.01636205,0.10978858,1380
139,0.016222715,-0.0119415475,0.016331991,0.10981003,1390
140,0.01621618,-0.011931375,0.016302092,0.10983087,1400
141,0.016209641,-0.011923517,0.016273003,0.10985155,1410
142,0.01620321,-0.011913769,0.016244398,0.109871544,1420
143,0.016196884,-0.0119046075,0.016215954,0.10989113,1430
144,0.016190557,-0.011895967,0.016188158,0.10991031,1440
145,0.016184336,-0.011887001,0.016160846,0.10992902,1450
146,0.01617822,-0.011877122,0.01613418,0.109947085,1460
147,0.016172212,-0.011869949,0.016107677,0.10996509,1470
148,0.016166307,-0.011860005,0.016081817,0.10998233,1480
149,0.016160507,-0.011850745,0.016056444,0.109999135,1490
150,0.016154602,-0.011842725,0.016031558,0.11001566,1500
151,0.01614891,-0.011832976,0.016006993,0.11003156,1510
152,0.016143216,-0.011825445,0.015982913,0.11004734,1520
153,0.016137628,-0.011815794,0.015959317,0.11006244,1530
154,0.016132144,-0.011807089,0.015936207,0.11007722,1540
155,0.016126767,-0.011797209,0.015913421,0.11009139,1550
156,0.01612139,-0.011789384,0.015891118,0.110105425,1560
157,0.016116012,-0.011779115,0.0158693,0.11011876,1570
158,0.016110845,-0.0117723,0.015847806,0.110132165,1580
159,0.016105784,-0.011761801,0.015826635,0.11014474,1590
160,0.016100723,-0.011753781,0.01580611,0.11015724,1600
161,0.016095769,-0.011743739,0.015785748,0.11016908,1610
162,0.016090812,-0.011736045,0.01576587,0.1101809,1620
163,0.016086068,-0.011725546,0.015746154,0.110191986,1630
