,x,y,z,TAC_Reading,time
0,0.011094601,0.016094046,-0.0042280457,0.0010151218,0
1,-0.088951156,0.017061926,-0.15998705,0.002991004,10
2,-0.14268012,0.025910186,-0.11751333,0.02492602,20
3,-0.019502018,-0.038705356,-0.013815726,0.028025145,30
4,-0.0024738815,0.0078027598,-0.021941805,0.025766756,40
5,0.03984446,-0.007841925,0.0025768708,0.024029281,50
6,0.03394485,0.0060639577,0.0010184647,0.024156522,60
7,0.035563543,0.005001036,0.008372048,0.024126573,70
8,0.029024765,0.011463793,0.0017744766,0.024325058,80
9,0.026773755,0.010893713,0.0039033664,0.024383623,90
10,0.021304227,0.017269386,-0.004329698,0.024557792,100
11,0.019938797,0.015508119,-0.0018436501,0.024604721,110
12,0.0148393605,0.021498542,-0.010941976,0.024794899,120
13,0.015464085,0.018035512,-0.007332252,0.024846438,130
14,0.010660088,0.023842376,-0.017132774,0.02508535,140
15,0.012900027,0.019677384,-0.012692213,0.025176365,150
16,0.00838451,0.025508504,-0.022723513,0.025462726,160
17,0.011141731,0.021564305,-0.017740428,0.025589105,170
18,0.0067341835,0.026915757,-0.027180074,0.025865933,180
19,0.009863709,0.023380443,-0.021764357,0.025992347,190
20,0.005963743,0.028016303,-0.030308682,0.026236068,200
21,0.009081144,0.024979701,-0.024559565,0.026345978,210
22,0.0056180097,0.02896798,-0.032031123,0.026555605,220
23,0.008383878,0.026369998,-0.026288148,0.026646096,230
24,0.0052290466,0.02974604,-0.03260775,0.026827829,240
25,0.0075551295,0.027482381,-0.02725797,0.02690604,250
26,0.004637008,0.030297667,-0.032480076,0.027068017,260
27,0.006566325,0.028279841,-0.027756698,0.02714294,270
28,0.0038517008,0.030589994,-0.0320329,0.027292904,280
29,0.0054508895,0.02874637,-0.02801495,0.02737205,290
30,0.0029368098,0.030575356,-0.031514134,0.027516713,300
31,0.004248361,0.028847964,-0.028204681,0.027606204,310
32,0.0019594985,0.030177588,-0.031057745,0.027751323,320
33,0.002990267,0.028517002,-0.028444834,0.027856592,330
34,0.0009654227,0.029291151,-0.030737273,0.028007653,340
35,0.0016995922,0.027641293,-0.028806841,0.028133962,350
36,-4.141125e-05,0.02779828,-0.030586977,0.02829649,360
37,0.00035693607,0.026095279,-0.02929248,0.028448725,370
38,-0.0011386061,0.025584243,-0.03060443,0.028629107,380
39,-0.0011587449,0.02372986,-0.029863931,0.028813465,390
40,-0.002559076,0.02252159,-0.030736303,0.02902232,400
41,-0.0031709366,0.020454368,-0.030392073,0.029251123,410
42,-0.004816413,0.018695418,-0.03085751,0.029511396,420
43,-0.006327982,0.016698522,-0.03075295,0.02981552,430
44,-0.008738415,0.015382105,-0.031023324,0.030177973,440
45,-0.011487307,0.01542449,-0.03135834,0.030622862,450
46,-0.014944009,0.018440716,-0.032272894,0.031166393,460
47,-0.018642586,0.025820654,-0.03394475,0.03181363,470
48,-0.022441225,0.036998108,-0.036177877,0.03252607,480
49,-0.025796233,0.04827393,-0.03821481,0.033215277,490
50,-0.028354596,0.055806845,-0.03939198,0.033794418,500
51,-0.030014623,0.059338015,-0.039780326,0.03425291,510
52,-0.03102715,0.060488187,-0.03969112,0.034627527,520
53,-0.031664107,0.060468365,-0.0392997,0.034953196,530
54,-0.03210152,0.059847552,-0.038675077,0.035250977,540
55,-0.032438762,0.058859978,-0.037836965,0.03553346,550
56,-0.032725558,0.057618484,-0.036784723,0.035808153,560
57,-0.03300017,0.056172203,-0.03551851,0.03608085,570
58,-0.033274893,0.054558896,-0.034026522,0.036355533,580
59,-0.033574495,0.05280291,-0.03231863,0.036635064,590
60,-0.033846896,0.05095671,-0.03043587,0.0369192,600
61,-0.03407264,0.049080648,-0.02845356,0.0372037,610
62,-0.03413053,0.047259096,-0.026489351,0.037480544,620
63,-0.033977747,0.045584425,-0.024662673,0.037740186,630
64,-0.033621892,0.044051096,-0.02294799,0.03798157,640
65,-0.033084575,0.04270491,-0.021410916,0.03820249,650
66,-0.032515734,0.041423086,-0.019842813,0.038412087,660
67,-0.03180102,0.040325474,-0.01847947,0.03860417,670
68,-0.031198593,0.039202005,-0.016939165,0.038792618,680
69,-0.03039921,0.038291506,-0.015716584,0.038962472,690
70,-0.02984513,0.037253365,-0.014142986,0.03913542,700
71,-0.028968038,0.03650367,-0.0130923595,0.039284855,710
72,-0.028515337,0.035480946,-0.011424382,0.039446287,720
73,-0.027537867,0.034866918,-0.0105909575,0.039575648,730
74,-0.027229512,0.033776086,-0.008754744,0.039729342,740
75,-0.026106432,0.03326052,-0.008194119,0.03983869,750
76,-0.025972314,0.031961057,-0.006091086,0.039989028,760
77,-0.024663873,0.03137536,-0.005775462,0.040079437,770
78,-0.024650482,0.029596422,-0.0032916768,0.040225662,780
79,-0.02313301,0.028610216,-0.0029498714,0.04029213,790
80,-0.022951655,0.026569372,-0.00031158642,0.040411636,800
81,-0.021333592,0.025762228,-3.9758244e-05,0.040453926,810
82,-0.021082226,0.024346532,0.002106747,0.04055392,820
83,-0.01987253,0.023843909,0.002508348,0.040604483,830
84,-0.019565914,0.022941496,0.004104571,0.04069198,840
85,-0.018731577,0.022477739,0.004768465,0.040751997,850
86,-0.018283358,0.021866674,0.0058977967,0.040823676,860
