,x,y,z,TAC_Reading,time
0,0.0111192735,0.016143048,-0.004197986,0.0010146407,0
1,-0.084894665,0.01632987,-0.1581308,0.0028740347,10
2,-0.15226461,0.0310427,-0.12743327,0.024191855,20
3,-0.019236945,-0.03695599,-0.017429974,0.028257433,30
4,-0.0041789305,0.010613058,-0.033122152,0.02592619,40
5,0.044314954,-0.017953066,0.005957916,0.024045177,50
6,0.036744248,0.004234354,8.856017e-05,0.024046334,60
7,0.04041151,0.0017520187,0.011266322,0.023900514,70
8,0.03250793,0.00978883,0.0018261919,0.024102628,80
9,0.030287182,0.008080709,0.0049598115,0.024124574,90
10,0.023823159,0.014806026,-0.0037962233,0.024310052,100
11,0.022465741,0.012758888,-0.0015973564,0.024351388,110
12,0.016746113,0.018735748,-0.010070735,0.024547813,120
13,0.01753817,0.015162354,-0.007374917,0.024605107,130
14,0.012157211,0.020649308,-0.015810803,0.024841981,140
15,0.014824283,0.016454384,-0.01255436,0.02493815,150
16,0.0098545365,0.021984113,-0.020767061,0.025224755,160
17,0.0130271865,0.018322526,-0.01709334,0.025360817,170
18,0.008327152,0.023694452,-0.024757054,0.02564282,180
19,0.011580673,0.02058811,-0.020659268,0.025773052,190
20,0.0074630817,0.025297655,-0.027827483,0.026019346,200
21,0.010645326,0.022571636,-0.023198323,0.026127597,210
22,0.007025933,0.026593465,-0.029767128,0.026341567,220
23,0.009829442,0.024161374,-0.024784042,0.026427515,230
24,0.006533428,0.027563205,-0.030666165,0.02661643,240
25,0.00890717,0.025321782,-0.025730269,0.026688425,250
26,0.0058369003,0.028181996,-0.030919246,0.026859848,260
27,0.007860163,0.0260615,-0.026324024,0.026927827,270
28,0.0049428856,0.02845313,-0.030897914,0.027088534,280
29,0.006718368,0.026387343,-0.026787361,0.027160738,290
30,0.00393563,0.02834583,-0.030815816,0.027316393,300
31,0.0055113058,0.026307724,-0.027238576,0.027399404,310
32,0.0028737574,0.02780278,-0.030777352,0.027555004,320
33,0.0042546876,0.025751632,-0.027792253,0.027654838,330
34,0.0018064016,0.026696527,-0.030851047,0.027815567,340
35,0.002938286,0.024584541,-0.028529033,0.027938593,350
36,0.000740522,0.024848437,-0.031070674,0.028110227,360
37,0.0015186594,0.022633618,-0.029441807,0.02826293,370
38,-0.00043754437,0.022104682,-0.03139842,0.028452624,380
39,-0.00019703874,0.019725995,-0.030419387,0.028642941,390
40,-0.0020685752,0.018351315,-0.031704187,0.028864028,400
41,-0.0027116458,0.015809836,-0.031220486,0.029109519,410
42,-0.004950531,0.013836025,-0.031831697,0.02939719,420
43,-0.0069860243,0.011807537,-0.031689804,0.029747909,430
44,-0.0102833025,0.011297872,-0.032092698,0.030183723,440
45,-0.013951303,0.013784381,-0.032859374,0.030736407,450
46,-0.018245716,0.02126523,-0.03457535,0.03141003,460
47,-0.022433002,0.033300165,-0.037035704,0.032162394,470
48,-0.026136378,0.045238335,-0.039230853,0.03288028,480
49,-0.028812675,0.05276535,-0.040459413,0.033469662,490
50,-0.030520624,0.056007683,-0.04084647,0.03393009,500
51,-0.031555187,0.056911662,-0.040751282,0.034309138,510
52,-0.03219599,0.056719463,-0.04032043,0.034643076,520
53,-0.032657336,0.055952616,-0.039627604,0.034952357,530
54,-0.033008236,0.05483195,-0.038667805,0.03524952,540
55,-0.033350334,0.05344811,-0.037455242,0.035542317,550
56,-0.03364899,0.051863592,-0.035976995,0.035836577,560
57,-0.03398397,0.050120518,-0.03425795,0.036135472,570
58,-0.034262747,0.048271026,-0.032331396,0.03644001,580
59,-0.034507364,0.046398643,-0.030305289,0.036745325,590
60,-0.03461212,0.044532686,-0.02822052,0.037046194,600
61,-0.03444252,0.042861376,-0.026365882,0.037325636,610
62,-0.034112815,0.041274346,-0.024522234,0.037588414,620
63,-0.033466052,0.03997498,-0.023049157,0.037821647,630
64,-0.03293032,0.03862736,-0.021317182,0.03804917,640
65,-0.03204089,0.037614975,-0.020101229,0.0382474,650
66,-0.03153647,0.036379676,-0.018298306,0.03845367,660
67,-0.030486144,0.03560569,-0.017337373,0.0386239,670
68,-0.030119324,0.03439918,-0.015372517,0.038816366,680
69,-0.028900504,0.033850357,-0.014727369,0.038960118,690
70,-0.028729958,0.03261046,-0.012537552,0.039143153,700
71,-0.027329838,0.032265317,-0.012248593,0.039261248,710
72,-0.027378023,0.03093465,-0.009797937,0.03943771,720
73,-0.025805986,0.030730942,-0.0098452885,0.03953238,730
74,-0.026020763,0.029276283,-0.007183894,0.03970244,740
75,-0.024344288,0.029060021,-0.0074209757,0.039779834,750
76,-0.024571404,0.027423758,-0.004697523,0.039939802,760
77,-0.022928141,0.02682867,-0.004741966,0.040008977,770
78,-0.022865089,0.024924437,-0.0021710722,0.040142402,780
79,-0.021361217,0.023800317,-0.001616588,0.040200368,790
80,-0.020784257,0.022249542,0.00029186567,0.040287886,800
81,-0.019678205,0.02126748,0.0012164371,0.040346727,810
82,-0.01896428,0.020369109,0.002434977,0.04041447,820
83,-0.01827703,0.01959346,0.0035455616,0.040483244,830
84,-0.017561734,0.019019468,0.0044124383,0.040543653,840
85,-0.017033275,0.01838493,0.0054822974,0.04061174,850
86,-0.01638641,0.017921856,0.006249299,0.040669642,860
87,-0.015875138,0.017408311,0.0071567395,0.040731188,870
88,-0.015320003,0.016994044,0.007906449,0.04078855,880
89,-0.0147990305,0.016583724,0.008645977,0.04084358,890
90,-0.01432055,0.016220223,0.009367242,0.0409002,900
91,-0.01380738,0.015891999,0.009981361,0.040950753,910
92,-0.013381408,0.015584609,0.01064978,0.041005753,920
93,-0.012894492,0.0153196035,0.011180507,0.041053552,930
94,-0.012503525,0.015067509,0.011784444,0.041106246,940
95,-0.012052774,0.014854149,0.012258608,0.04115236,950
96,-0.01168627,0.014651581,0.012797093,0.041202497,960
97,-0.01127527,0.014481355,0.013231985,0.041247513,970
98,-0.010927638,0.014319053,0.013711806,0.041295085,980
99,-0.010554702,0.01418567,0.0141171245,0.04133928,990
100,-0.01022257,0.014056134,0.014546199,0.04138444,1000
101,-0.009885166,0.013953692,0.014928891,0.04142792,1010
102,-0.009566425,0.0138493925,0.015314979,0.04147091,1020
103,-0.009260653,0.013772774,0.01567957,0.041513715,1030
104,-0.008954354,0.013689568,0.016029457,0.04155478,1040
105,-0.008676734,0.013636065,0.016377565,0.041596968,1050
106,-0.0083824545,0.013569977,0.016697714,0.04163639,1060
107,-0.008128557,0.013534243,0.01703241,0.041677877,1070
108,-0.007845877,0.013481946,0.01732767,0.041715905,1080
109,-0.007612541,0.013461112,0.017649598,0.04175665,1090
110,-0.0073415632,0.01342127,0.017924497,0.041793536,1100
111,-0.007125098,0.013412076,0.018234303,0.04183351,1110
112,-0.0068663517,0.013383123,0.018492717,0.04186947,1120
113,-0.0066631716,0.013381787,0.018790888,0.041908555,1130
114,-0.0064170775,0.013362355,0.01903686,0.041943796,1140
115,-0.0062232814,0.013365517,0.019323556,0.041981906,1150
116,-0.0059911055,0.01335554,0.01955999,0.042016625,1160
117,-0.0058039515,0.013361214,0.01983392,0.042053677,1170
118,-0.0055868533,0.013361116,0.02006389,0.042088095,1180
119,-0.0054034954,0.013368256,0.02032376,0.04212403,1190
120,-0.0052017914,0.01337631,0.020550499,0.042158253,1200
121,-0.005019488,0.0133810695,0.02079663,0.042192984,1210
122,-0.004833494,0.013395742,0.021022724,0.04222707,1220
123,-0.004650663,0.013398545,0.02125431,0.042260613,1230
124,-0.0044802744,0.013420129,0.021480888,0.042294674,1240
125,-0.0042962837,0.013420553,0.021697607,0.04232704,1250
