,x,y,z,TAC_Reading,time
0,-0.025289547,0.13950017,-0.010995307,0.005041281,0
1,-0.0063783815,0.054680474,0.05719139,0.0020107725,10
2,0.061064415,-0.08830762,-0.16360533,0.0077093756,20
3,-0.014986078,-0.04391061,-0.013095753,0.01140524,30
4,0.08849745,-0.0068540904,0.06630878,0.0080581475,40
5,-0.043906167,0.015025385,-0.16956922,0.09745076,50
6,0.0003057983,0.008443688,0.013819276,0.083582155,60
7,0.038262773,0.091898,0.043915443,0.072118945,70
8,-0.02849483,0.075180516,-0.013612744,0.0725618,80
9,0.01282622,0.018935807,-0.0020658642,0.07434025,90
10,0.014641346,0.023575578,-0.009450476,0.07540294,100
11,0.02709703,0.019189106,0.0023984532,0.07573711,110
12,0.030494897,0.016070733,0.004079198,0.07581748,120
13,0.033138875,0.011310946,0.009551478,0.07580452,130
14,0.032903325,0.006827412,0.013383253,0.075729206,140
15,0.034342144,0.008744753,0.03238973,0.07580754,150
16,0.03615073,0.009080411,0.036588363,0.075465694,160
17,0.04692667,0.010918688,0.027329396,0.07456562,170
18,0.02759354,0.0015337026,0.021685163,0.07438129,180
19,9.101973e-05,-0.031341914,0.018782,0.07595427,190
20,-0.0063987314,-0.047526423,0.026543647,0.078500524,200
21,-0.006111938,-0.052124236,0.028647164,0.08114008,210
22,-0.0041325376,-0.05334659,0.028189162,0.08397189,220
23,-0.0011817305,-0.04827915,0.026979834,0.086523525,230
24,0.0016826167,-0.043261044,0.0263342,0.08885119,240
25,0.0042707142,-0.03835206,0.025647681,0.090908095,250
26,0.0065745492,-0.033838987,0.025068631,0.09269668,260
27,0.008497962,-0.030339833,0.024471644,0.094293885,270
28,0.010155458,-0.027017847,0.023959987,0.09564876,280
29,0.011487359,-0.024542555,0.02345851,0.09684189,290
30,0.012589194,-0.022262104,0.023038648,0.09784476,300
31,0.0134493625,-0.02061355,0.02263834,0.09872077,310
32,0.014135874,-0.019177834,0.022302998,0.09946271,320
33,0.014663383,-0.018133823,0.02199594,0.1001091,330
34,0.015072591,-0.017287945,0.021735908,0.100666665,340
35,0.015384795,-0.016659992,0.021506099,0.10115524,350
