,x,y,z,TAC_Reading,time
0,-0.025292289,0.13950239,-0.01099159,0.005040857,0
1,-0.0064470223,0.05475895,0.057126097,0.0020106055,10
2,0.060944427,-0.08823208,-0.16388573,0.0077165454,20
3,-0.016010627,-0.043821212,-0.012365114,0.011424774,30
4,0.08827719,-0.0063146255,0.06664041,0.00806634,40
5,-0.04386837,0.014838238,-0.16984317,0.097492754,50
6,0.0003627352,0.008183965,0.013582033,0.08367214,60
7,0.03892999,0.09118476,0.04405475,0.07226026,70
8,-0.028860755,0.075485036,-0.014304274,0.072734065,80
9,0.011733242,0.017349623,-0.0027793727,0.07456264,90
10,0.014594848,0.019005938,-0.0075252145,0.07564561,100
11,0.0215305,0.015494882,-0.0021513558,0.07620786,110
12,0.023825267,0.013930609,0.0008558849,0.07654568,120
13,0.028598053,0.01186404,0.0050847363,0.076657236,130
14,0.028083935,0.010139095,0.0053323233,0.07675083,140
15,0.030685846,0.008859911,0.008035252,0.07671279,150
16,0.030592427,0.0079719415,0.008712237,0.07664255,160
17,0.032113273,0.006011368,0.011498394,0.07647069,170
18,0.032412194,0.004949587,0.013333477,0.07625545,180
19,0.0319102,0.0041061225,0.01576991,0.0760101,190
20,0.031417485,0.0047229896,0.026382685,0.07586897,200
21,0.03875127,0.009585968,0.037219774,0.07549326,210
22,0.042028304,0.008194007,0.022526667,0.07470757,220
23,0.029476568,0.0025769642,0.018737234,0.07440994,230
24,-0.00033642867,-0.030864853,0.017574288,0.07574242,240
25,-0.0080057215,-0.051785644,0.02649872,0.078398086,250
26,-0.006476545,-0.051797118,0.02811272,0.08082391,260
27,-0.0047069676,-0.054074083,0.027868688,0.08371893,270
28,-0.001522192,-0.047859114,0.02668651,0.086184576,280
29,0.0013660897,-0.042936634,0.026020031,0.088528685,290
30,0.0040215626,-0.037849374,0.025448577,0.090562224,300
31,0.006386974,-0.033297893,0.02489975,0.09234703,310
32,0.00837249,-0.029666463,0.024364011,0.09393396,320
33,0.010059509,-0.026462406,0.023879828,0.09530512,330
34,0.011444446,-0.0238774,0.023394836,0.09650218,340
35,0.012569265,-0.021666689,0.02297659,0.0975275,350
36,0.013458219,-0.019996453,0.022575635,0.098422125,360
37,0.014163604,-0.01858379,0.02222591,0.09918725,370
38,0.01469997,-0.017591456,0.0219056,0.099862516,380
39,0.015124361,-0.016713528,0.021642983,0.100440264,390
40,0.015436038,-0.01618916,0.021395558,0.10096163,400
41,0.015685506,-0.015678417,0.021211484,0.10141265,410
42,0.015868021,-0.015395709,0.021036945,0.10182422,420
43,0.016012788,-0.015145506,0.02090297,0.1021916,430
44,0.016123498,-0.014974335,0.02078338,0.1025269,440
45,0.016208166,-0.014853571,0.020676877,0.10283527,450
46,0.016275013,-0.014745325,0.020579912,0.10311886,460
47,0.01632478,-0.014659447,0.020484077,0.10338321,470
48,0.016363265,-0.014573959,0.020391151,0.10362935,480
49,0.01639184,-0.0144901015,0.020297742,0.103860214,490
50,0.016413877,-0.014402071,0.020206755,0.10407696,500
51,0.016431063,-0.014311008,0.020118516,0.10428122,510
52,0.016445298,-0.014217239,0.020034963,0.1044741,520
53,0.016458265,-0.014121155,0.019958036,0.10465651,530
54,0.016470497,-0.014025918,0.01988822,0.10482951,540
55,0.016483465,-0.013932476,0.019826325,0.10499376,550
56,0.016496751,-0.013843858,0.019772347,0.105150096,560
57,0.016510986,-0.013761273,0.019726288,0.10529911,570
58,0.016526064,-0.013686577,0.019686531,0.10544148,580
59,0.016541984,-0.013620293,0.019652916,0.10557767,590
60,0.016558222,-0.013562812,0.019623503,0.105708234,600
61,0.016574776,-0.0135139385,0.019597808,0.10583353,610
62,0.016591119,-0.013472695,0.019574696,0.10595387,620
63,0.016607461,-0.013438265,0.019553525,0.10606951,630
64,0.016623383,-0.013409476,0.019533325,0.10618072,640
65,0.016638989,-0.013385349,0.019513931,0.10628772,650
66,0.01665396,-0.0133649055,0.0194947,0.106390655,660
67,0.016668616,-0.013347072,0.01947547,0.10648977,670
68,0.01668243,-0.013331291,0.019455913,0.10658522,680
69,0.01669561,-0.013317076,0.019435713,0.10667719,690
70,0.01670805,-0.0133036105,0.019414864,0.106765874,700
71,0.016719542,-0.013290667,0.019392723,0.10685143,710
72,0.016730614,-0.013277919,0.019369613,0.10693405,720
73,0.016740315,-0.013264877,0.019345049,0.1070139,730
74,0.016749382,-0.013251477,0.019319192,0.107091144,740
75,0.016757501,-0.013237555,0.019291718,0.107165925,750
76,0.016764777,-0.013222981,0.019262789,0.1072384,760
77,0.016771102,-0.013207592,0.019232083,0.1073087,770
78,0.01677648,-0.013191323,0.019199762,0.10737698,780
79,0.016780803,-0.013174433,0.019165985,0.107443355,790
80,0.016784282,-0.01315673,0.019130593,0.10750792,800
81,0.016786814,-0.013138439,0.019093746,0.1075708,810
82,0.016788606,-0.013119398,0.019055283,0.10763209,820
83,0.016789554,-0.013100097,0.019015849,0.10769189,830
84,0.01678987,-0.013080306,0.0189748,0.1077503,840
85,0.016789343,-0.013060156,0.018932782,0.10780739,850
86,0.016788078,-0.013039877,0.018889632,0.10786325,860
87,0.01678618,-0.013019532,0.018845512,0.10791791,870
88,0.01678365,-0.012999057,0.018800585,0.10797151,880
89,0.016780697,-0.012978582,0.01875485,0.10802407,890
90,0.016777113,-0.012958335,0.018708628,0.10807565,900
91,0.016773107,-0.01293812,0.018661762,0.10812628,910
92,0.016768677,-0.01291833,0.018614087,0.10817607,920
93,0.016763723,-0.012898767,0.018566411,0.10822504,930
94,0.016758556,-0.012879466,0.018518252,0.108273216,940
95,0.016752861,-0.012860425,0.01846993,0.10832062,950
96,0.016747063,-0.0128417425,0.018421125,0.108367324,960
97,0.016741052,-0.01282355,0.01837248,0.10841338,970
98,0.016734727,-0.012805454,0.018323673,0.10845877,980
